,Unnamed: 0,built,water,tree,grass,flooded_veg,crop,shrub,bare,year,bridgeId,totalPixels,Latitude,S.No,Longitude,start_year,end_year
525,28,75,0,53109,14,0,252,25694,535,2017,100,79679,28.5456909,8532,82.64531606,2021,2022
526,29,7573,7907,44380,57,1,10760,4097,4398,2017,101,79173,27.87075974,8533,83.94377507,2021,2022
527,30,0,0,59829,1718,0,13,15734,2533,2018,92,79869,28.79416477,8524,82.69537361,2021,2022
528,31,1626,0,62028,70,0,145,15313,0,2018,93,79182,27.87557131,8525,83.71229707,2021,2022
529,32,309,0,36164,484,0,2218,39940,677,2018,94,79792,28.68074647,8526,82.7989344,2021,2022
530,33,471,0,55472,45,0,6250,17335,136,2018,95,79709,28.58041959,8527,82.69521141,2021,2022
531,34,56,0,71022,195,0,551,7760,94,2018,96,79678,28.53341598,8528,82.75260701,2021,2022
532,35,417,177,51656,695,0,1903,23917,917,2018,97,79702,28.58306007,8529,82.78111061,2021,2022
533,36,667,0,72546,6,0,492,5475,0,2018,98,79186,27.87153496,8530,83.75668913,2021,2022
534,37,2925,0,63611,267,0,2435,9927,0,2018,99,79165,27.8282532,8531,83.68061528,2021,2022
535,38,48,0,52737,11,0,226,26414,243,2018,100,79679,28.5456909,8532,82.64531606,2021,2022
536,39,6639,7470,42256,42,0,16126,2253,4387,2018,101,79173,27.87075974,8533,83.94377507,2021,2022
537,40,0,0,60949,7089,0,6,10468,1281,2019,92,79869,28.79416477,8524,82.69537361,2021,2022
538,41,2357,15,59017,10,0,834,16949,0,2019,93,79182,27.87557131,8525,83.71229707,2021,2022
539,42,560,0,39917,2508,0,590,35992,225,2019,94,79792,28.68074647,8526,82.7989344,2021,2022
540,43,724,0,56975,120,0,3607,18225,58,2019,95,79709,28.58041959,8527,82.69521141,2021,2022
541,44,22,0,69695,126,0,356,9266,213,2019,96,79678,28.53341598,8528,82.75260701,2021,2022
542,45,310,282,49764,2661,0,1579,23598,1474,2019,97,79702,28.58306007,8529,82.78111061,2021,2022
543,46,1178,5,71594,2,0,689,5714,4,2019,98,79186,27.87153496,8530,83.75668913,2021,2022
544,47,2702,0,64883,148,0,2029,9403,0,2019,99,79165,27.8282532,8531,83.68061528,2021,2022
545,48,222,0,53302,32,0,128,25696,299,2019,100,79679,28.5456909,8532,82.64531606,2021,2022
546,49,8431,7719,37723,315,0,18833,2415,3737,2019,101,79173,27.87075974,8533,83.94377507,2021,2022
547,50,0,4,61991,9011,0,211,7693,914,2020,92,79869,28.79416477,8524,82.69537361,2021,2022
548,51,1920,27,61842,156,0,78,15159,0,2020,93,79182,27.87557131,8525,83.71229707,2021,2022
549,52,934,0,37805,1602,0,523,37924,1004,2020,94,79792,28.68074647,8526,82.7989344,2021,2022
550,53,881,0,57059,53,0,5054,16484,178,2020,95,79709,28.58041959,8527,82.69521141,2021,2022
551,54,16,0,69836,534,0,243,8884,165,2020,96,79678,28.53341598,8528,82.75260701,2021,2022
552,55,546,409,50808,1249,0,2690,22555,1334,2020,97,79702,28.58306007,8529,82.78111061,2021,2022
553,56,867,14,73257,6,0,442,4600,0,2020,98,79186,27.87153496,8530,83.75668913,2021,2022
554,57,2330,0,64296,59,0,2121,10359,0,2020,99,79165,27.8282532,8531,83.68061528,2021,2022
555,58,229,0,53567,15,0,274,25284,310,2020,100,79679,28.5456909,8532,82.64531606,2021,2022
556,59,9037,7801,42063,71,0,13982,2387,3832,2020,101,79173,27.87075974,8533,83.94377507,2021,2022
557,60,0,0,62683,9899,0,1757,5320,197,2021,92,79869,28.79416477,8524,82.69537361,2021,2022
558,61,1657,22,59607,87,0,184,17625,0,2021,93,79182,27.87557131,8525,83.71229707,2021,2022
559,62,916,0,37332,1821,0,2214,36571,938,2021,94,79792,28.68074647,8526,82.7989344,2021,2022
560,63,685,0,58559,157,0,4656,15652,0,2021,95,79709,28.58041959,8527,82.69521141,2021,2022
561,64,0,0,71585,1648,0,660,5785,0,2021,96,79678,28.53341598,8528,82.75260701,2021,2022
562,65,540,603,56548,4033,0,3577,13621,746,2021,97,79702,28.58306007,8529,82.78111061,2021,2022
563,66,849,10,72319,0,0,574,5434,0,2021,98,79186,27.87153496,8530,83.75668913,2021,2022
564,67,1638,0,64247,0,0,2726,10554,0,2021,99,79165,27.8282532,8531,83.68061528,2021,2022
565,68,90,0,53123,33,0,114,26078,241,2021,100,79679,28.5456909,8532,82.64531606,2021,2022
566,69,8703,7735,38204,0,0,17637,2732,4162,2021,101,79173,27.87075974,8533,83.94377507,2021,2022
567,0,6541,777,66174,130,0,1623,3904,90,2015,103,79239,27.95893236,8535,83.37516055,2021,2022
568,1,23,2533,62014,7189,0,137,7783,0,2015,104,79679,28.54981357,8536,82.70226806,2021,2022
569,2,1299,0,12258,349,0,443,2651,0,2015,105,17034,28.05841498,8537,82.99289728,2021,2022
570,3,1460,1878,61093,666,0,254,13508,346,2015,106,79419,28.19090095,8538,83.23852946,2021,2022
571,4,0,414,75464,1786,0,49,1909,97,2015,107,79719,28.59021932,8539,82.61533692,2021,2022
572,5,674,25,12977,205,0,0,2658,0,2015,108,16539,27.99515412,8540,83.52918392,2021,2022
573,6,20030,869,50996,45,0,476,6905,0,2015,109,79321,28.06381694,8541,83.23982204,2021,2022
574,7,161,707,44285,23045,0,1505,9718,345,2015,110,79766,28.65005085,8542,82.6266384,2021,2022
575,8,7,53,51582,16805,0,96,11224,0,2015,111,79791,28.67850567,8543,82.94601189,2021,2022
576,9,9978,606,60015,106,0,1002,7401,136,2015,112,79244,27.95604949,8544,83.39487345,2021,2022
577,10,0,76,65313,10106,0,186,4108,0,2015,113,79789,28.69294467,8545,82.655913,2021,2022
578,11,3579,350,61566,371,0,5263,8144,3,2015,114,79276,27.99650892,8546,83.26165987,2021,2022
579,12,2264,3042,62575,1114,0,699,9811,262,2015,115,79767,28.6595305,8547,82.51001333,2021,2022
580,13,0,26,51827,3367,0,0,2663,3,2015,116,57886,28.71454841,8548,82.6331823,2021,2022
581,14,507,0,50073,382,0,224,28240,0,2015,117,79426,28.20056948,8549,83.09902226,2021,2022
582,15,737,51,28309,190,0,235,5028,0,2015,118,34550,28.1083224,8550,83.12745414,2021,2022
583,16,807,542,47835,15,0,505,29744,0,2015,119,79448,28.24108429,8551,83.10983775,2021,2022
584,17,5298,1023,70694,97,0,1456,614,57,2016,103,79239,27.95893236,8535,83.37516055,2021,2022
585,18,46,0,54710,205,0,6720,17930,68,2016,104,79679,28.54981357,8536,82.70226806,2021,2022
586,19,2604,0,65620,390,0,2862,7845,0,2016,105,79321,28.05841498,8537,82.99289728,2021,2022
587,20,645,172,69266,1767,0,240,6627,408,2016,106,79419,28.19090095,8538,83.23852946,2021,2022
588,21,74,23,68195,24,0,803,10282,318,2016,107,79719,28.59021932,8539,82.61533692,2021,2022
589,22,1388,0,65403,3166,0,584,8734,0,2016,108,79275,27.99515412,8540,83.52918392,2021,2022
590,23,19661,10,53045,222,0,1063,5320,0,2016,109,79321,28.06381694,8541,83.23982204,2021,2022
591,24,916,594,33681,7456,0,9234,27150,735,2016,110,79766,28.65005085,8542,82.6266384,2021,2022
592,25,21,22,48364,13983,0,1615,14353,1431,2016,111,79791,28.67850567,8543,82.94601189,2021,2022
593,26,8749,818,65869,164,0,1236,2182,226,2016,112,79244,27.95604949,8544,83.39487345,2021,2022
594,27,45,0,50542,363,0,1698,26731,410,2016,113,79789,28.69294467,8545,82.655913,2021,2022
595,28,3593,0,67351,1047,0,5102,2182,1,2016,114,79276,27.99650892,8546,83.26165987,2021,2022
596,29,1721,3075,58932,191,0,3039,12355,454,2016,115,79767,28.6595305,8547,82.51001333,2021,2022
597,30,0,0,63645,9,34,1090,14387,644,2016,116,79809,28.71454841,8548,82.6331823,2021,2022
598,31,757,0,53461,260,0,1936,23012,0,2016,117,79426,28.20056948,8549,83.09902226,2021,2022
599,32,1888,0,68976,119,0,689,7687,4,2016,118,79363,28.1083224,8550,83.12745414,2021,2022
600,33,1002,0,50579,75,0,2433,25359,0,2016,119,79448,28.24108429,8551,83.10983775,2021,2022
601,34,5602,816,70190,8,0,1352,1209,62,2017,103,79239,27.95893236,8535,83.37516055,2021,2022
602,35,127,58,55605,62,0,4412,19365,50,2017,104,79679,28.54981357,8536,82.70226806,2021,2022
603,36,2484,0,62773,55,0,1637,12372,0,2017,105,79321,28.05841498,8537,82.99289728,2021,2022
604,37,796,88,67034,341,0,232,10146,492,2017,106,79419,28.19090095,8538,83.23852946,2021,2022
605,38,81,12,67256,21,0,331,11786,228,2017,107,79719,28.59021932,8539,82.61533692,2021,2022
606,39,1605,0,62562,1630,0,241,13237,0,2017,108,79275,27.99515412,8540,83.52918392,2021,2022
607,40,20425,12,52127,115,0,688,5948,6,2017,109,79321,28.06381694,8541,83.23982204,2021,2022
608,41,1539,570,34999,4839,0,7102,29788,929,2017,110,79766,28.65005085,8542,82.6266384,2021,2022
609,42,0,5,47821,7515,0,812,19795,3841,2017,111,79791,28.67850567,8543,82.94601189,2021,2022
610,43,9361,761,65551,56,0,821,2441,253,2017,112,79244,27.95604949,8544,83.39487345,2021,2022
611,44,121,0,52820,454,0,1419,24761,214,2017,113,79789,28.69294467,8545,82.655913,2021,2022
612,45,4219,0,65481,138,0,4769,4669,0,2017,114,79276,27.99650892,8546,83.26165987,2021,2022
613,46,2326,3184,56993,284,0,3673,12857,450,2017,115,79767,28.6595305,8547,82.51001333,2021,2022
614,47,0,0,60606,26,0,851,17681,342,2017,116,79809,28.71454841,8548,82.6331823,2021,2022
615,48,687,0,52197,172,0,877,25221,272,2017,117,79426,28.20056948,8549,83.09902226,2021,2022
616,49,2638,0,67903,9,0,355,8455,3,2017,118,79363,28.1083224,8550,83.12745414,2021,2022
617,50,864,0,50448,0,0,302,27834,0,2017,119,79448,28.24108429,8551,83.10983775,2021,2022
618,51,5527,800,69339,0,1,2250,1203,119,2018,103,79239,27.95893236,8535,83.37516055,2021,2022
619,52,327,0,55247,14,0,4148,19893,50,2018,104,79679,28.54981357,8536,82.70226806,2021,2022
620,53,1874,0,62112,10,0,1108,14217,0,2018,105,79321,28.05841498,8537,82.99289728,2021,2022
621,54,929,92,68462,316,0,68,8870,394,2018,106,79419,28.19090095,8538,83.23852946,2021,2022
622,55,94,26,68814,12,0,444,9935,394,2018,107,79719,28.59021932,8539,82.61533692,2021,2022
623,56,1172,0,63884,1211,0,28,12980,0,2018,108,79275,27.99515412,8540,83.52918392,2021,2022
624,57,21202,0,51350,0,0,734,6035,0,2018,109,79321,28.06381694,8541,83.23982204,2021,2022
625,58,1426,570,30391,3043,0,7509,36092,735,2018,110,79766,28.65005085,8542,82.6266384,2021,2022
626,59,0,5,44647,1905,0,3478,23662,6094,2018,111,79791,28.67850567,8543,82.94601189,2021,2022
627,60,8933,732,65047,5,1,1508,2804,214,2018,112,79244,27.95604949,8544,83.39487345,2021,2022
628,61,190,0,51749,485,0,843,26442,80,2018,113,79789,28.69294467,8545,82.655913,2021,2022
629,62,5008,0,65021,52,0,5382,3799,14,2018,114,79276,27.99650892,8546,83.26165987,2021,2022
630,63,2641,2975,56430,281,0,2968,13879,593,2018,115,79767,28.6595305,8547,82.51001333,2021,2022
631,64,0,0,65219,48,0,317,14052,173,2018,116,79809,28.71454841,8548,82.6331823,2021,2022
632,65,710,0,54814,225,0,934,22510,233,2018,117,79426,28.20056948,8549,83.09902226,2021,2022
633,66,2690,0,68832,0,0,374,7464,3,2018,118,79363,28.1083224,8550,83.12745414,2021,2022
634,67,606,0,51328,0,0,313,27201,0,2018,119,79448,28.24108429,8551,83.10983775,2021,2022
635,68,5918,711,68119,16,0,2319,2042,114,2019,103,79239,27.95893236,8535,83.37516055,2021,2022
636,69,1061,0,57586,69,0,2093,18830,40,2019,104,79679,28.54981357,8536,82.70226806,2021,2022
637,70,2093,0,62164,16,0,685,14363,0,2019,105,79321,28.05841498,8537,82.99289728,2021,2022
638,71,1011,60,68369,109,0,139,9319,109,2019,106,79419,28.19090095,8538,83.23852946,2021,2022
639,72,246,74,69291,21,0,60,9556,471,2019,107,79719,28.59021932,8539,82.61533692,2021,2022
640,73,1507,0,62488,981,0,10,14289,0,2019,108,79275,27.99515412,8540,83.52918392,2021,2022
641,74,20490,0,52342,0,0,371,6108,10,2019,109,79321,28.06381694,8541,83.23982204,2021,2022
642,75,2358,564,32120,5358,0,5453,33559,354,2019,110,79766,28.65005085,8542,82.6266384,2021,2022
643,76,0,0,45756,2503,0,506,23817,7207,2019,111,79791,28.67850567,8543,82.94601189,2021,2022
644,77,10132,531,63666,8,0,1409,3321,177,2019,112,79244,27.95604949,8544,83.39487345,2021,2022
645,78,170,0,58802,1628,0,421,18748,12,2019,113,79789,28.69294467,8545,82.655913,2021,2022
646,79,4062,0,65309,56,0,4572,5236,41,2019,114,79276,27.99650892,8546,83.26165987,2021,2022
647,80,3438,3079,57179,281,0,1633,13682,475,2019,115,79767,28.6595305,8547,82.51001333,2021,2022
648,81,0,37,63557,181,0,59,15018,767,2019,116,79809,28.71454841,8548,82.6331823,2021,2022
649,82,809,0,55029,371,0,350,22861,6,2019,117,79426,28.20056948,8549,83.09902226,2021,2022
650,83,1890,5,69852,0,0,383,7232,1,2019,118,79363,28.1083224,8550,83.12745414,2021,2022
651,84,665,0,50051,0,0,132,28600,0,2019,119,79448,28.24108429,8551,83.10983775,2021,2022
652,85,4916,1224,70857,64,0,979,1106,93,2020,103,79239,27.95893236,8535,83.37516055,2021,2022
653,86,2017,0,57021,57,0,3509,17059,16,2020,104,79679,28.54981357,8536,82.70226806,2021,2022
654,87,2458,0,64925,95,0,379,11464,0,2020,105,79321,28.05841498,8537,82.99289728,2021,2022
655,88,779,113,67521,124,0,75,10076,416,2020,106,79419,28.19090095,8538,83.23852946,2021,2022
656,89,302,73,68551,34,0,290,9788,681,2020,107,79719,28.59021932,8539,82.61533692,2021,2022
657,90,1607,0,59746,960,0,8,16942,12,2020,108,79275,27.99515412,8540,83.52918392,2021,2022
658,91,20633,0,52808,4,0,517,5359,0,2020,109,79321,28.06381694,8541,83.23982204,2021,2022
659,92,3223,568,30864,4076,0,5508,34597,930,2020,110,79766,28.65005085,8542,82.6266384,2021,2022
660,93,0,6,43789,3083,0,1834,24715,6362,2020,111,79791,28.67850567,8543,82.94601189,2021,2022
661,94,8233,943,66823,20,0,401,2561,263,2020,112,79244,27.95604949,8544,83.39487345,2021,2022
662,95,216,0,54834,872,0,583,23172,102,2020,113,79789,28.69294467,8545,82.655913,2021,2022
663,96,3758,0,68112,265,0,3362,3771,8,2020,114,79276,27.99650892,8546,83.26165987,2021,2022
664,97,4996,3085,54476,912,0,2441,13404,447,2020,115,79767,28.6595305,8547,82.51001333,2021,2022
665,98,0,0,64760,643,0,82,13543,669,2020,116,79809,28.71454841,8548,82.6331823,2021,2022
666,99,941,0,53908,327,0,377,23871,2,2020,117,79426,28.20056948,8549,83.09902226,2021,2022
667,100,2354,0,70222,20,0,393,6357,17,2020,118,79363,28.1083224,8550,83.12745414,2021,2022
668,101,1444,0,50849,0,0,282,26873,0,2020,119,79448,28.24108429,8551,83.10983775,2021,2022
669,102,4324,1556,70327,98,1,1166,1689,78,2021,103,79239,27.95893236,8535,83.37516055,2021,2022
670,103,1641,0,58389,115,0,2226,17290,18,2021,104,79679,28.54981357,8536,82.70226806,2021,2022
671,104,1769,0,64191,9,0,870,12482,0,2021,105,79321,28.05841498,8537,82.99289728,2021,2022
672,105,699,182,68470,304,0,146,8984,332,2021,106,79419,28.19090095,8538,83.23852946,2021,2022
673,106,280,70,67021,1,0,100,11565,682,2021,107,79719,28.59021932,8539,82.61533692,2021,2022
674,107,1232,0,61402,449,0,46,16146,0,2021,108,79275,27.99515412,8540,83.52918392,2021,2022
675,108,22050,0,51697,0,0,433,5141,0,2021,109,79321,28.06381694,8541,83.23982204,2021,2022
676,109,2912,578,31070,2008,0,5707,37067,424,2021,110,79766,28.65005085,8542,82.6266384,2021,2022
677,110,0,60,45707,4347,0,5067,21838,2772,2021,111,79791,28.67850567,8543,82.94601189,2021,2022
678,111,6630,1188,68070,19,0,612,2347,378,2021,112,79244,27.95604949,8544,83.39487345,2021,2022
679,112,221,0,56192,823,0,503,22000,40,2021,113,79789,28.69294467,8545,82.655913,2021,2022
680,113,3042,0,67304,4,0,4896,4027,3,2021,114,79276,27.99650892,8546,83.26165987,2021,2022
681,114,4164,3025,55053,48,0,1787,15245,445,2021,115,79767,28.6595305,8547,82.51001333,2021,2022
682,115,0,0,66848,369,0,506,12010,76,2021,116,79809,28.71454841,8548,82.6331823,2021,2022
683,116,894,0,52910,172,0,426,25024,0,2021,117,79426,28.20056948,8549,83.09902226,2021,2022
684,117,1956,0,70659,9,0,606,6116,17,2021,118,79363,28.1083224,8550,83.12745414,2021,2022
685,118,780,0,49956,0,0,215,28497,0,2021,119,79448,28.24108429,8551,83.10983775,2021,2022
686,0,1733,1254,28435,164,0,2460,19507,1422,2015,133,54975,28.50532928,8568,83.01855489,2021,2022
687,1,1124,977,60770,12,0,856,15745,38,2015,134,79522,28.30829477,8569,83.17278555,2021,2022
688,2,2169,4206,38341,397,0,6167,28174,129,2015,135,79583,28.39781418,8570,83.08592627,2021,2022
689,3,6511,31,67373,116,0,1825,3636,29,2015,136,79521,28.32815722,8571,83.97788911,2021,2022
690,4,3180,220,42803,117,0,1324,31905,3,2015,137,79552,28.3668984,8572,83.13118621,2021,2022
691,5,1148,889,38307,13,0,235,7636,0,2015,138,48228,28.13300964,8573,83.45802233,2021,2022
692,6,1546,820,38572,2790,0,7820,27897,115,2015,139,79560,28.39271703,8574,83.03088439,2021,2022
693,7,655,929,59515,861,0,1740,15553,317,2015,140,79570,28.39721086,8575,83.26028459,2021,2022
694,8,48,496,75595,0,0,475,2892,0,2015,141,79506,28.30917642,8576,83.44374715,2021,2022
695,9,1368,1951,43040,3581,0,1867,26077,1777,2016,133,79661,28.50532928,8568,83.01855489,2021,2022
696,10,1979,1053,64623,231,0,685,10799,152,2016,134,79522,28.30829477,8569,83.17278555,2021,2022
697,11,1849,49,40586,1103,0,6154,29769,73,2016,135,79583,28.39781418,8570,83.08592627,2021,2022
698,12,5917,54,68122,440,0,2381,2506,101,2016,136,79521,28.32815722,8571,83.97788911,2021,2022
699,13,2249,153,45159,732,0,3198,26554,1484,2016,137,79552,28.3668984,8572,83.13118621,2021,2022
700,14,1563,3,68306,1706,0,3194,4584,0,2016,138,79356,28.13300964,8573,83.45802233,2021,2022
701,15,1166,166,40934,4115,0,6844,26251,84,2016,139,79560,28.39271703,8574,83.03088439,2021,2022
702,16,381,0,62513,538,0,4633,11119,386,2016,140,79570,28.39721086,8575,83.26028459,2021,2022
703,17,27,0,77315,471,0,307,1386,0,2016,141,79506,28.30917642,8576,83.44374715,2021,2022
704,18,2239,1805,48895,1014,0,3959,20709,1040,2017,133,79661,28.50532928,8568,83.01855489,2021,2022
705,19,2213,868,64715,71,0,725,10809,121,2017,134,79522,28.30829477,8569,83.17278555,2021,2022
706,20,2184,241,40633,7,0,5091,31373,54,2017,135,79583,28.39781418,8570,83.08592627,2021,2022
707,21,6098,2,68656,83,0,1792,2855,35,2017,136,79521,28.32815722,8571,83.97788911,2021,2022
708,22,3551,10,45464,25,0,1317,28440,745,2017,137,79552,28.3668984,8572,83.13118621,2021,2022
709,23,1355,112,67169,234,0,2153,8333,0,2017,138,79356,28.13300964,8573,83.45802233,2021,2022
710,24,1189,4,41330,480,0,8341,27976,240,2017,139,79560,28.39271703,8574,83.03088439,2021,2022
711,25,547,10,61958,122,0,3807,12964,162,2017,140,79570,28.39721086,8575,83.26028459,2021,2022
712,26,8,52,76683,39,0,415,2309,0,2017,141,79506,28.30917642,8576,83.44374715,2021,2022
713,27,1160,1614,43130,112,0,3442,27370,2832,2018,133,79661,28.50532928,8568,83.01855489,2021,2022
714,28,1978,1414,64383,27,0,649,10773,276,2018,134,79522,28.30829477,8569,83.17278555,2021,2022
715,29,2575,5,41149,148,0,5179,30438,89,2018,135,79583,28.39781418,8570,83.08592627,2021,2022
716,30,5932,1,70077,215,0,1786,1440,70,2018,136,79521,28.32815722,8571,83.97788911,2021,2022
717,31,2511,7,42789,4,0,1926,31705,610,2018,137,79552,28.3668984,8572,83.13118621,2021,2022
718,32,1181,1,67911,326,0,1793,8144,0,2018,138,79356,28.13300964,8573,83.45802233,2021,2022
719,33,1072,12,39501,40,0,7432,31248,255,2018,139,79560,28.39271703,8574,83.03088439,2021,2022
720,34,1030,0,63031,188,0,4175,11011,135,2018,140,79570,28.39721086,8575,83.26028459,2021,2022
721,35,18,0,76987,86,0,131,2284,0,2018,141,79506,28.30917642,8576,83.44374715,2021,2022
722,36,1347,1779,44983,111,0,2039,27106,2296,2019,133,79661,28.50532928,8568,83.01855489,2021,2022
723,37,2331,1570,64883,0,0,175,10260,303,2019,134,79522,28.30829477,8569,83.17278555,2021,2022
724,38,3794,127,40986,4,0,4667,29843,162,2019,135,79583,28.39781418,8570,83.08592627,2021,2022
725,39,6628,24,68774,480,0,1716,1870,29,2019,136,79521,28.32815722,8571,83.97788911,2021,2022
726,40,4698,0,43001,1,0,1335,30181,336,2019,137,79552,28.3668984,8572,83.13118621,2021,2022
727,41,934,106,68867,133,0,1964,7352,0,2019,138,79356,28.13300964,8573,83.45802233,2021,2022
728,42,1786,5,40188,186,0,5929,31246,220,2019,139,79560,28.39271703,8574,83.03088439,2021,2022
729,43,865,0,60603,76,0,2787,15011,228,2019,140,79570,28.39721086,8575,83.26028459,2021,2022
730,44,0,0,76920,13,0,127,2446,0,2019,141,79506,28.30917642,8576,83.44374715,2021,2022
731,45,1600,1957,47076,244,0,4057,22951,1776,2020,133,79661,28.50532928,8568,83.01855489,2021,2022
732,46,2075,1337,64434,35,0,555,10753,333,2020,134,79522,28.30829477,8569,83.17278555,2021,2022
733,47,4019,1,41445,79,0,4444,29239,356,2020,135,79583,28.39781418,8570,83.08592627,2021,2022
734,48,6556,1,68471,1000,0,960,2496,37,2020,136,79521,28.32815722,8571,83.97788911,2021,2022
735,49,5372,17,42857,89,0,1554,29144,519,2020,137,79552,28.3668984,8572,83.13118621,2021,2022
736,50,883,10,67172,59,0,2182,9050,0,2020,138,79356,28.13300964,8573,83.45802233,2021,2022
737,51,2418,33,40975,1145,0,5413,29284,292,2020,139,79560,28.39271703,8574,83.03088439,2021,2022
738,52,1243,0,62944,259,0,3424,11496,204,2020,140,79570,28.39721086,8575,83.26028459,2021,2022
739,53,0,0,76079,2,0,460,2965,0,2020,141,79506,28.30917642,8576,83.44374715,2021,2022
740,54,1609,1672,48980,231,0,4705,20596,1868,2021,133,79661,28.50532928,8568,83.01855489,2021,2022
741,55,2290,1214,63892,8,0,483,11201,432,2021,134,79522,28.30829477,8569,83.17278555,2021,2022
742,56,2945,38,40656,195,0,5863,29602,284,2021,135,79583,28.39781418,8570,83.08592627,2021,2022
743,57,6684,18,69465,15,0,1566,1772,1,2021,136,79521,28.32815722,8571,83.97788911,2021,2022
744,58,4564,11,42698,99,0,1893,29948,339,2021,137,79552,28.3668984,8572,83.13118621,2021,2022
745,59,1368,3,67666,114,0,978,9227,0,2021,138,79356,28.13300964,8573,83.45802233,2021,2022
746,60,1898,55,40568,1055,0,6630,29276,78,2021,139,79560,28.39271703,8574,83.03088439,2021,2022
747,61,1004,0,60906,55,0,2950,14510,145,2021,140,79570,28.39721086,8575,83.26028459,2021,2022
748,62,0,0,75984,44,0,349,3129,0,2021,141,79506,28.30917642,8576,83.44374715,2021,2022
749,0,1733,1254,28435,164,0,2460,19507,1422,2015,133,54975,28.50532928,8568,83.01855489,2021,2022
750,1,1124,977,60770,12,0,856,15745,38,2015,134,79522,28.30829477,8569,83.17278555,2021,2022
751,2,2169,4206,38341,397,0,6167,28174,129,2015,135,79583,28.39781418,8570,83.08592627,2021,2022
752,3,6511,31,67373,116,0,1825,3636,29,2015,136,79521,28.32815722,8571,83.97788911,2021,2022
753,4,3180,220,42803,117,0,1324,31905,3,2015,137,79552,28.3668984,8572,83.13118621,2021,2022
754,5,1148,889,38307,13,0,235,7636,0,2015,138,48228,28.13300964,8573,83.45802233,2021,2022
755,6,1546,820,38572,2790,0,7820,27897,115,2015,139,79560,28.39271703,8574,83.03088439,2021,2022
756,7,655,929,59515,861,0,1740,15553,317,2015,140,79570,28.39721086,8575,83.26028459,2021,2022
757,8,48,496,75595,0,0,475,2892,0,2015,141,79506,28.30917642,8576,83.44374715,2021,2022
758,9,1368,1951,43040,3581,0,1867,26077,1777,2016,133,79661,28.50532928,8568,83.01855489,2021,2022
759,10,1979,1053,64623,231,0,685,10799,152,2016,134,79522,28.30829477,8569,83.17278555,2021,2022
760,11,1849,49,40586,1103,0,6154,29769,73,2016,135,79583,28.39781418,8570,83.08592627,2021,2022
761,12,5917,54,68122,440,0,2381,2506,101,2016,136,79521,28.32815722,8571,83.97788911,2021,2022
762,13,2249,153,45159,732,0,3198,26554,1484,2016,137,79552,28.3668984,8572,83.13118621,2021,2022
763,14,1563,3,68306,1706,0,3194,4584,0,2016,138,79356,28.13300964,8573,83.45802233,2021,2022
764,15,1166,166,40934,4115,0,6844,26251,84,2016,139,79560,28.39271703,8574,83.03088439,2021,2022
765,16,381,0,62513,538,0,4633,11119,386,2016,140,79570,28.39721086,8575,83.26028459,2021,2022
766,17,27,0,77315,471,0,307,1386,0,2016,141,79506,28.30917642,8576,83.44374715,2021,2022
767,18,2239,1805,48895,1014,0,3959,20709,1040,2017,133,79661,28.50532928,8568,83.01855489,2021,2022
768,19,2213,868,64715,71,0,725,10809,121,2017,134,79522,28.30829477,8569,83.17278555,2021,2022
769,20,2184,241,40633,7,0,5091,31373,54,2017,135,79583,28.39781418,8570,83.08592627,2021,2022
770,21,6098,2,68656,83,0,1792,2855,35,2017,136,79521,28.32815722,8571,83.97788911,2021,2022
771,22,3551,10,45464,25,0,1317,28440,745,2017,137,79552,28.3668984,8572,83.13118621,2021,2022
772,23,1355,112,67169,234,0,2153,8333,0,2017,138,79356,28.13300964,8573,83.45802233,2021,2022
773,24,1189,4,41330,480,0,8341,27976,240,2017,139,79560,28.39271703,8574,83.03088439,2021,2022
774,25,547,10,61958,122,0,3807,12964,162,2017,140,79570,28.39721086,8575,83.26028459,2021,2022
775,26,8,52,76683,39,0,415,2309,0,2017,141,79506,28.30917642,8576,83.44374715,2021,2022
776,27,1160,1614,43130,112,0,3442,27370,2832,2018,133,79661,28.50532928,8568,83.01855489,2021,2022
777,28,1978,1414,64383,27,0,649,10773,276,2018,134,79522,28.30829477,8569,83.17278555,2021,2022
778,29,2575,5,41149,148,0,5179,30438,89,2018,135,79583,28.39781418,8570,83.08592627,2021,2022
779,30,5932,1,70077,215,0,1786,1440,70,2018,136,79521,28.32815722,8571,83.97788911,2021,2022
780,31,2511,7,42789,4,0,1926,31705,610,2018,137,79552,28.3668984,8572,83.13118621,2021,2022
781,32,1181,1,67911,326,0,1793,8144,0,2018,138,79356,28.13300964,8573,83.45802233,2021,2022
782,33,1072,12,39501,40,0,7432,31248,255,2018,139,79560,28.39271703,8574,83.03088439,2021,2022
783,34,1030,0,63031,188,0,4175,11011,135,2018,140,79570,28.39721086,8575,83.26028459,2021,2022
784,35,18,0,76987,86,0,131,2284,0,2018,141,79506,28.30917642,8576,83.44374715,2021,2022
785,36,1347,1779,44983,111,0,2039,27106,2296,2019,133,79661,28.50532928,8568,83.01855489,2021,2022
786,37,2331,1570,64883,0,0,175,10260,303,2019,134,79522,28.30829477,8569,83.17278555,2021,2022
787,38,3794,127,40986,4,0,4667,29843,162,2019,135,79583,28.39781418,8570,83.08592627,2021,2022
788,39,6628,24,68774,480,0,1716,1870,29,2019,136,79521,28.32815722,8571,83.97788911,2021,2022
